RedVelvetCake      ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,1421 ,   0 ,0 ,1483
Renthedog          ,1388 ,1396 ,   0 ,1686 ,   0 ,1139 ,   0 ,1829 ,   0 ,   0 ,   0 ,   0 ,   0 ,0 ,   0
ryguyrocky         ,   0 ,   0 ,   0 ,   0 ,   0 ,2193 ,2036 ,   0 ,2040 ,   0 ,2280 ,   0 ,1836 ,0 ,   0
Sapnap             ,3380 ,4223 ,2697 ,2912 ,3181 ,3353 ,   0 ,3299 ,2519 ,3254 ,2959 ,2954 ,2840 ,0 ,   0
SB737              ,2403 ,   0 ,   0 ,2735 ,   0 ,   0 ,2982 ,   0 ,   0 ,2818 ,   0 ,   0 ,   0 ,0 ,   0
Seapeekay          ,2255 ,2411 ,2887 ,   0 ,1846 ,2246 ,2164 ,2649 ,2673 ,2947 ,2504 ,2151 ,2280 ,0 ,   0
ShubbleYT          ,1630 ,1218 ,1950 ,2089 ,1630 ,1600 ,1351 ,1589 ,1360 ,1580 ,1707 ,1574 ,1610 ,0 ,1698
Skeppy             ,1402 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,1979 ,   0 ,   0 ,0 ,   0
Slimecicle         ,   0 ,   0 ,   0 ,   0 ,   0 ,1989 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,1214 ,0 ,   0
Smajor1995         ,2721 ,2074 ,2348 ,2527 ,2660 ,1870 ,2056 ,1895 ,2448 ,2054 ,1607 ,1413 ,2205 ,0 ,2073
Smallishbeans      ,   0 ,2246 ,2785 ,   0 ,1731 ,1643 ,   0 ,2580 ,2184 ,2291 ,1892 ,2609 ,2512 ,0 ,   0
Sneegsnag          ,   0 ,   0 ,   0 ,1438 ,2504 ,2281 ,1505 ,1759 ,   0 ,2096 ,   0 ,   0 ,   0 ,0 ,2182
Snifferish         ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,1657 ,1061 ,1559 ,   0 ,1431 ,1629 ,0 ,1014
SolidarityGaming   ,2099 ,1052 ,   0 ,2351 ,1829 ,2076 ,   0 ,1122 ,2046 ,1820 ,   0 ,1192 ,1323 ,0 ,2096
Spifey             ,   0 ,   0 ,1882 ,   0 ,   0 ,   0 ,   0 ,   0 ,1490 ,   0 ,   0 ,   0 ,   0 ,0 ,   0
sylvee_            ,1517 ,1399 ,2294 ,   0 ,2317 ,   0 ,   0 ,1900 ,1974 ,2188 ,2153 ,2324 ,2111 ,0 ,1981
TapL               ,2239 ,3268 ,2340 ,   0 ,2192 ,2087 ,2536 ,   0 ,1837 ,   0 ,2303 ,   0 ,1930 ,0 ,   0
TBNRfrags          ,   0 ,2236 ,2126 ,   0 ,   0 ,   0 ,1886 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,0 ,   0
TeanaKitten        ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 , 898 ,1067 ,   0 ,   0 ,   0 ,0 ,   0
The_Eret           ,1671 ,   0 ,   0 ,1486 ,   0 ,1987 ,1140 ,   0 , 840 ,1675 ,   0 ,1392 ,1139 ,0 ,   0
TommyInnit         ,2619 ,2116 ,1830 ,2188 ,2157 ,2829 ,1907 ,2481 ,2371 ,2445 ,2784 ,   0 ,1723 ,0 ,2732
Tubbo_             ,2553 ,2312 ,2263 ,2090 ,2679 ,2373 ,1987 ,2280 ,1743 ,   0 ,2063 ,1968 ,2296 ,0 ,2716
vGumiho            ,   0 ,   0 ,   0 ,1367 ,1627 ,2280 ,1136 ,1541 ,   0 ,1264 ,   0 ,1421 ,1468 ,0 ,   0
Vikkstar123        ,2429 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,0 ,   0
Vixella            ,   0 ,   0 , 596 ,1637 ,   0 , 594 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,   0 ,0 , 702
WilburSoot         ,1431 ,2251 ,2002 ,2445 ,2170 ,1652 ,1463 ,1650 ,1806 ,1336 ,1610 ,1450 ,1556 ,0 ,   0
Wisp               ,2447 ,2066 ,   0 ,1350 ,1771 ,2176 ,   0 ,   0 ,1980 ,   0 ,   0 ,   0 ,   0 ,0 ,   0
